title,genres,vote_average
Om Shanti Om,"['Comedy', 'Drama', 'Romance']",7.2
Awake,"['Thriller', 'Crime', 'Mystery']",6.3
The Golden Compass,"['Adventure', 'Fantasy']",5.8
I Am Legend,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",6.9
Alvin and the Chipmunks,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",5.5
Futurama: Bender's Big Score,"['Animation', 'Comedy', 'Science Fiction']",7.4
Margot at the Wedding,"['Comedy', 'Drama']",5.9
I'm Not There.,"['Drama', 'Music']",6.6
Beyond The Law,"['Drama', 'Thriller']",5.9
The Shepherd of the Hills,"['Western', 'Drama', 'Romance']",6.3
Wrong Turn 2: Dead End,"['Horror', 'Thriller']",5.5
The Orphanage,"['Horror', 'Drama', 'Thriller']",7.1
That Hamilton Woman,"['Drama', 'History', 'Romance', 'War']",7.5
Juno,"['Comedy', 'Drama', 'Romance']",7.0
My Blueberry Nights,"['Drama', 'Romance']",6.1
Cake,"['Drama', 'Comedy', 'Romance']",5.0
Noise,"['Thriller', 'Romance']",8.0
Party Monster: The Shockumentary,['Documentary'],6.4
Return to Sender,['Drama'],5.9
The Devil Came on Horseback,['Documentary'],7.9
The Treatment,"['Comedy', 'Drama', 'Romance']",6.0
Mary,['Drama'],5.1
The War on Democracy,"['History', 'Documentary', 'War', 'Foreign']",7.6
The Bucket List,"['Drama', 'Comedy']",7.0
Between Two Worlds,"['Drama', 'Fantasy']",7.3
The Kite Runner,['Drama'],7.3
Sex and Fury,"['Action', 'Crime']",5.8
Allegro,"['Drama', 'Foreign', 'Romance', 'Science Fiction']",7.4
The Deaths of Ian Stone,"['Horror', 'Thriller']",5.2
Train Man,"['Comedy', 'Romance']",6.5
Butterfly on a Wheel,"['Crime', 'Drama', 'Thriller']",6.3
The Go-Getter,['Comedy'],6.5
The Hamiltons,"['Drama', 'Horror', 'Thriller']",4.8
Close My Eyes,"['Drama', 'Romance']",6.3
Wristcutters: A Love Story,"['Comedy', 'Drama', 'Fantasy', 'Romance']",6.7
Longford,"['Crime', 'Drama']",4.1
The Big Bad Swim,"['Comedy', 'Drama']",6.1
Sweeney Todd: The Demon Barber of Fleet Street,"['Drama', 'Horror', 'Music']",7.0
National Treasure: Book of Secrets,"['Action', 'Adventure', 'Mystery', 'Thriller']",6.1
There Will Be Blood,['Drama'],7.9
Charlie Wilson's War,"['Comedy', 'Drama', 'History']",6.5
The Train Robbers,"['Action', 'Western']",6.4
Aliens vs Predator: Requiem,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",4.9
Walk Hard: The Dewey Cox Story,"['Comedy', 'Music']",6.6
Pledge This!,['Comedy'],2.7
Ricochet,"['Action', 'Crime', 'Thriller']",5.9
Chicks With Sticks,['Comedy'],5.0
The Great Debaters,['Drama'],6.9
Dedication,"['Comedy', 'Drama', 'Romance']",6.6
The Water Horse,"['Fantasy', 'Adventure', 'Family']",6.3
Battlestar Galactica: Razor,"['TV Movie', 'Science Fiction', 'Action', 'Drama', 'Thriller']",7.2
P.S. I Love You,"['Drama', 'Romance']",7.0
27 Dresses,"['Comedy', 'Romance']",6.1
The Mad Magician,"['Horror', 'Thriller', 'Mystery']",7.1
The Pumpkin Eater,['Drama'],6.0
Cassandra's Dream,"['Crime', 'Drama', 'Thriller']",6.1
10.5: Apocalypse,"['Drama', 'Thriller']",4.9
The Mostly Unfabulous Social Life of Ethan Green,"['Comedy', 'Romance']",5.3
Taare Zameen Par,['Drama'],7.7
Dragon Wars: D-War,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",4.0
[REC],"['Horror', 'Mystery']",7.1
.45,"['Drama', 'Crime', 'Thriller']",5.2
And Soon the Darkness,"['Mystery', 'Thriller']",7.1
In the Name of the King: A Dungeon Siege Tale,"['Adventure', 'Fantasy', 'Action', 'Drama']",4.1
Cloverfield,"['Action', 'Thriller', 'Science Fiction']",6.4
Trade,"['Drama', 'Thriller']",6.8
"Rachel, Rachel","['Drama', 'Romance']",6.0
Hatchet,"['Comedy', 'Horror']",5.7
Blonde Ambition,"['Comedy', 'Romance']",3.9
Welcome to L.A.,"['Romance', 'Drama', 'Music']",5.5
The Sensation Of Sight,"['Drama', 'Family']",0.0
He Was a Quiet Man,"['Romance', 'Comedy', 'Drama']",6.5
Viva Villa!,['Western'],5.0
The Return of Doctor X,"['Horror', 'Thriller']",5.6
The Cheyenne Social Club,"['Action', 'Comedy', 'Western']",6.0
Sex and Breakfast,"['Comedy', 'Drama', 'Romance']",4.9
What?,['Comedy'],6.1
One Missed Call,"['Horror', 'Mystery', 'Thriller']",4.7
First Sunday,"['Action', 'Comedy']",5.3
Untraceable,['Drama'],5.9
Rambo,"['Action', 'Thriller']",6.4
Meet the Spartans,['Comedy'],3.8
The Eye,"['Drama', 'Horror', 'Thriller']",5.5
Strange Wilderness,['Comedy'],4.7
Over Her Dead Body,['Comedy'],5.3
The Signal,"['Action', 'Thriller', 'Horror', 'Science Fiction']",5.9
Hellboy II: The Golden Army,"['Adventure', 'Fantasy', 'Science Fiction']",6.5
The Green Man,['Comedy'],6.6
Ira & Abby,"['Comedy', 'Romance']",5.8
In Bruges,"['Comedy', 'Drama', 'Crime']",7.4
That Man from Rio,"['Action', 'Adventure', 'Comedy']",7.1
"Clean, Shaven","['Drama', 'Crime']",7.0
Rise of the Footsoldier,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",6.8
The Count of Monte Cristo,"['Drama', 'Adventure']",5.6
Wedding Daze,['Comedy'],5.2
Dark Angel,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",5.5
Teeth,"['Comedy', 'Horror']",5.2
Crime Zone,"['Fantasy', 'Science Fiction', 'Adventure']",3.9
Visiting Hours,"['Horror', 'Thriller']",5.4
"Big Bang Love, Juvenile A","['Fantasy', 'Drama']",6.5
Noriko's Dinner Table,"['Drama', 'Foreign', 'Horror']",6.8
Welcome Home Roscoe Jenkins,"['Comedy', 'Drama']",5.7
Fool's Gold,"['Romance', 'Comedy', 'Adventure']",5.4
The Great Lie,['Drama'],6.1
U2 3D,"['Music', 'Documentary']",6.7
In Which We Serve,"['Drama', 'War']",6.6
The Motel,"['Drama', 'Comedy']",7.0
The Shout,"['Horror', 'Drama']",6.4
Jumper,"['Adventure', 'Fantasy', 'Science Fiction']",5.9
"Definitely, Maybe","['Comedy', 'Romance']",6.7
Four Sons,"['War', 'Drama']",6.8
The Air I Breathe,"['Drama', 'Action', 'Thriller', 'Crime']",6.1
Vantage Point,"['Drama', 'Action', 'Thriller', 'Crime']",6.3
The Spiderwick Chronicles,"['Adventure', 'Family', 'Fantasy']",6.3
Step Up 2: The Streets,"['Music', 'Drama', 'Romance']",6.5
Born Reckless,"['Crime', 'Comedy', 'Drama']",5.0
Il Mare,"['Fantasy', 'Drama', 'Romance']",7.3
Up the River,"['Comedy', 'Crime']",5.7
Great World of Sound,"['Comedy', 'Drama', 'Music']",6.0
Witless Protection,"['Action', 'Adventure', 'Comedy', 'Crime']",3.9
The Other Boleyn Girl,['Drama'],6.4
Semi-Pro,['Comedy'],5.4
"Run, Fatboy, Run","['Comedy', 'Romance']",6.2
Taxi to the Dark Side,['Documentary'],6.6
Out of the Blue,['Drama'],5.9
The Method,"['Drama', 'Thriller']",6.8
Grace is Gone,['Drama'],6.1
Keeper of the Flame,"['Mystery', 'Drama', 'Thriller']",7.3
The Emperor Waltz,"['Romance', 'Comedy', 'Music']",6.0
"10,000 BC","['Adventure', 'Action', 'Drama', 'Fantasy']",5.1
Doomsday,"['Action', 'Thriller', 'Science Fiction']",5.8
Horton Hears a Who!,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",6.3
Funny Games,"['Horror', 'Thriller', 'Crime']",6.3
Mongol: The Rise of Genghis Khan,['History'],6.5
War Dance,"['Documentary', 'Music', 'War']",7.3
The Love Guru,"['Comedy', 'Romance']",4.3
Diary of the Dead,"['Horror', 'Action', 'Science Fiction']",5.4
Penelope,"['Fantasy', 'Comedy', 'Romance']",6.5
The Woman in White,"['Drama', 'Mystery', 'Romance', 'Thriller']",5.1
Terkel in Trouble,"['Animation', 'Comedy']",6.8
Jellyfish,"['Drama', 'Comedy', 'Romance', 'Foreign']",6.4
Justice League: The New Frontier,"['Action', 'Adventure', 'Animation', 'Science Fiction']",6.6
The Hottest State,"['Music', 'Drama', 'Romance']",5.3
What Just Happened,"['Comedy', 'Drama']",5.2
A Little Trip to Heaven,"['Drama', 'Thriller']",5.2
Downhill Racer,['Drama'],6.1
Return of the Living Dead 3,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",5.9
Miss Pettigrew Lives for a Day,"['Drama', 'Comedy', 'Romance']",6.8
Snow Angels,"['Drama', 'Romance']",6.3
Sun Valley Serenade,"['Comedy', 'Music', 'Romance']",6.0
Mala Noche,['Drama'],6.0
On the Outs,['Drama'],5.9
The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']",8.3
Doctor Bull,['Comedy'],5.0
Restless Natives,"['Comedy', 'Foreign']",6.3
51 Birch Street,['Documentary'],6.8
Black Dawn,['Action'],3.6
The Hammer,['Comedy'],6.5
Never Back Down,"['Drama', 'Action']",6.5
CJ7,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",6.1
Drillbit Taylor,['Comedy'],5.5
Dead Awake,"['Thriller', 'Romance']",7.0
Under the Same Moon,['Drama'],7.0
Joysticks,['Comedy'],5.2
21,"['Drama', 'Crime']",6.5
Smart People,"['Comedy', 'Drama', 'Romance']",5.8
Pierrepoint: The Last Hangman,['Drama'],7.7
The Gymnast,"['Drama', 'Romance']",7.5
The Shepherd: Border Patrol,"['Action', 'Crime', 'Thriller']",5.1
Leatherheads,"['Comedy', 'Romance', 'Drama']",5.7
Assembly,"['Action', 'History']",7.1
Stop-Loss,"['Drama', 'War']",6.1
Shine a Light,"['Documentary', 'Music']",7.2
The Aerial,"['Science Fiction', 'Drama']",7.1
Inside,['Horror'],6.7
Nim's Island,"['Adventure', 'Comedy', 'Family', 'Fantasy']",5.6
The Ruins,"['Drama', 'Horror']",5.6
Forgetting Sarah Marshall,"['Comedy', 'Romance', 'Drama']",6.4
Superhero Movie,"['Action', 'Comedy', 'Science Fiction']",4.9
Street Kings,"['Action', 'Crime', 'Drama', 'Thriller']",6.3
The Visitor,"['Crime', 'Drama', 'Music']",6.9
Harold & Kumar Escape from Guantanamo Bay,"['Comedy', 'Adventure']",6.2
Speed Racer,"['Action', 'Family', 'Science Fiction']",5.7
Gabriel,"['Fantasy', 'Horror', 'Action', 'Science Fiction']",5.0
Nathalie...,['Drama'],6.1
Chapter 27,['Drama'],5.7
The Thief Who Came to Dinner,"['Romance', 'Comedy']",8.3
The Forbidden Kingdom,"['Action', 'Adventure', 'Fantasy']",6.3
The Life Before Her Eyes,"['Thriller', 'Drama', 'Mystery']",6.1
Pulp,"['Mystery', 'Crime', 'Drama']",6.3
Virgin Territory,"['Adventure', 'Action', 'Comedy', 'Romance']",4.3
Religulous,"['Comedy', 'Documentary']",7.2
Outpost,"['Action', 'Adventure', 'Horror']",6.0
Son of Rambow,['Comedy'],6.7
Black Friday,"['Crime', 'Horror', 'Science Fiction']",6.5
The Invisible Ray,"['Science Fiction', 'Horror', 'Mystery']",6.2
Murders in the Rue Morgue,"['Romance', 'Crime', 'Horror', 'Mystery']",6.0
The Killer Elite,"['Crime', 'Action']",5.8
Tarzan Escapes,"['Action', 'Adventure']",6.3
Tarzan Finds a Son!,"['Action', 'Adventure']",5.8
Tarzan's Secret Treasure,"['Action', 'Adventure', 'Romance']",5.5
Tarzan's New York Adventure,"['Action', 'Adventure']",5.7
Viva Zapata!,"['History', 'Drama', 'Western']",6.6
Outsourced,"['Comedy', 'Drama', 'Romance']",6.3
Deception,['Thriller'],5.7
Baby Mama,['Comedy'],5.8
Delirious,"['Comedy', 'Drama', 'Romance']",6.7
Expelled: No Intelligence Allowed,['Documentary'],4.1
Prom Night,"['Crime', 'Horror']",4.8
Iron Man,"['Action', 'Science Fiction', 'Adventure']",7.4
Made of Honor,"['Comedy', 'Romance']",6.0
Redbelt,['Drama'],6.4
"The Bread, My Sweet","['Drama', 'Romance']",5.0
Taken,"['Action', 'Thriller']",7.2
The Fall,"['Adventure', 'Fantasy', 'Drama']",7.7
Stargate: The Ark of Truth,"['Adventure', 'Science Fiction']",6.9
Blind Dating,['Comedy'],6.0
Meet Bill,"['Comedy', 'Drama', 'Romance']",5.9
An American Crime,"['Crime', 'Drama']",7.3
What Happens in Vegas,"['Comedy', 'Romance']",5.8
American Pie Presents: Beta House,['Comedy'],5.4
Bella,"['Drama', 'Romance']",6.7
The Man Between,['Thriller'],7.3
The Unknown Soldier,"['Drama', 'History', 'Documentary', 'War', 'Foreign']",5.0
a/k/a Tommy Chong,['Documentary'],7.3
The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']",6.3
The Window,['Thriller'],7.3
The Ron Clark Story,"['TV Movie', 'Drama']",7.0
Shelter,"['Action', 'Drama', 'Romance']",7.8
Young @ Heart,['Documentary'],7.6
"War, Inc.","['Action', 'Adventure', 'Comedy', 'Thriller']",5.6
The Girl Next Door,"['Thriller', 'Crime', 'Drama', 'Horror']",6.5
King Corn,['Documentary'],6.8
Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']",5.7
How to Rob a Bank,"['Action', 'Comedy', 'Crime']",6.2
Hey Hey It's Esther Blueburger,"['Comedy', 'Drama']",6.5
The Quiet American,"['Drama', 'Romance', 'Thriller', 'War']",5.3
Day of the Outlaw,"['Thriller', 'Western']",5.7
Following Sean,['Documentary'],6.1
One Hour with You,"['Comedy', 'Music', 'Romance']",5.4
Lake of Fire,['Documentary'],8.1
The Oxford Murders,"['Crime', 'Mystery', 'Thriller']",5.7
Shutter,"['Horror', 'Mystery', 'Thriller']",5.3
The Grand,['Comedy'],6.3
Sex and the City,"['Comedy', 'Drama', 'Romance']",6.0
The Strangers,"['Thriller', 'Horror', 'Mystery']",6.0
Savage Grace,['Drama'],5.7
Bigger Stronger Faster*,['Documentary'],7.0
All the Boys Love Mandy Lane,"['Horror', 'Mystery', 'Thriller']",5.7
Kung Fu Panda,"['Adventure', 'Animation', 'Family', 'Comedy']",6.9
Where the Sidewalk Ends,"['Action', 'Crime', 'Drama', 'Thriller']",6.5
100 Rifles,"['Adventure', 'Action', 'Western', 'War']",5.5
Blood Alley,"['Adventure', 'Action', 'Thriller']",5.8
Chato's Land,"['Action', 'Adventure', 'Western']",6.7
Cold Sweat,"['Thriller', 'Action']",5.3
The FBI Story,['Drama'],4.5
The Iron Mask,"['Action', 'Drama']",7.3
St. Ives,"['Crime', 'Action', 'Thriller', 'Mystery']",5.7
Villa Rides,"['Action', 'Western']",5.8
The Wings of Eagles,"['War', 'Action', 'Drama']",6.5
Lonelyhearts,['Drama'],3.8
The Andromeda Strain,"['Romance', 'Science Fiction', 'Thriller']",6.3
You Don't Mess with the Zohan,"['Comedy', 'Action']",5.5
The Promotion,['Comedy'],5.4
When Did You Last See Your Father?,['Drama'],6.8
Stuck,"['Crime', 'Horror', 'Mystery', 'Thriller']",6.1
Flesh Gordon,"['Comedy', 'Science Fiction']",4.5
Telefon,['Thriller'],5.9
The Lost World,"['Adventure', 'Fantasy', 'Science Fiction']",5.0
The Protector,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",5.7
Warlock,['Western'],6.7
Chaos Theory,"['Comedy', 'Drama', 'Romance']",6.2
Doctor Who,"['TV Movie', 'Adventure', 'Drama', 'Science Fiction']",6.0
The Happening,"['Thriller', 'Science Fiction']",4.9
The Incredible Hulk,"['Science Fiction', 'Action', 'Adventure']",6.1
The Children of Huang Shi,"['Drama', 'War']",6.5
WALL·E,"['Animation', 'Family']",7.8
Wanted,"['Action', 'Thriller', 'Crime']",6.4
Hancock,"['Fantasy', 'Action']",6.2
Boy Culture,"['Drama', 'Romance']",6.0
Angel Face,"['Crime', 'Drama', 'Romance']",6.9
Huckleberry Finn,"['Music', 'Family']",6.1
Get Smart,"['Action', 'Comedy', 'Thriller']",6.0
Young People Fucking,"['Comedy', 'Drama', 'Romance']",5.9
Surfwise,['Documentary'],7.4
The Rape of Europa,"['Documentary', 'History', 'War']",7.4
St. Trinian's,"['Comedy', 'Family', 'Science Fiction']",5.6
Desire,"['Comedy', 'Crime', 'Drama', 'Romance']",5.2
Futurama: The Beast with a Billion Backs,"['Animation', 'Comedy', 'Science Fiction', 'Fantasy']",6.9
Equinox,"['Adventure', 'Horror']",5.5
At the Death House Door,"['Crime', 'Documentary']",4.8
London After Midnight,"['Horror', 'Drama']",5.8
The Klansman,"['Crime', 'Drama', 'Thriller']",4.7
Pocket Money,"['Action', 'Comedy', 'Western']",5.3
Bambi II,"['Animation', 'Drama', 'Family']",6.0
Finding Amanda,"['Comedy', 'Drama']",5.2
Kit Kittredge: An American Girl,"['Comedy', 'Drama', 'Family']",6.4
Get Well Soon,"['Comedy', 'Romance']",3.8
Along Came Jones,"['Action', 'Comedy', 'Western', 'Romance']",3.8
The Black Swan,"['Action', 'Adventure']",6.1
Cheyenne Autumn,['Western'],5.6
Encounters at the End of the World,['Documentary'],7.2
Mauvais Sang,"['Crime', 'Drama', 'Romance', 'Science Fiction', 'Thriller']",6.9
Dante 01,['Science Fiction'],5.1
Zombie Strippers!,"['Comedy', 'Horror']",4.3
Battle For Haditha,"['Action', 'Adventure', 'Drama', 'History', 'War']",6.0
Mamma Mia!,"['Comedy', 'Romance']",6.4
Kabluey,"['Comedy', 'Drama']",6.2
Honeydripper,"['Drama', 'Music']",5.3
The Home of Dark Butterflies,['Drama'],6.3
Rogue,"['Action', 'Horror', 'Thriller']",6.2
Towelhead,['Drama'],6.5
"It's the Great Pumpkin, Charlie Brown","['Family', 'Animation']",7.3
Borderline,"['Crime', 'Drama', 'Thriller']",5.4
Journey to the Center of the Earth,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",5.8
Meet Dave,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",5.1
The Machine Girl,"['Action', 'Adventure', 'Comedy', 'Crime', 'Horror', 'Thriller']",6.4
Death Defying Acts,"['Drama', 'Romance']",5.5
Just Another Love Story,"['Thriller', 'Crime', 'Drama']",6.4
Next Door,"['Horror', 'Mystery', 'Thriller']",6.6
Death Note,"['Fantasy', 'Mystery', 'Thriller']",6.8
A Majority of One,"['Comedy', 'Family', 'Drama']",5.5
Moving McAllister,"['Comedy', 'Romance']",4.9
The Tall T,"['Thriller', 'Western']",7.1
Music Within,"['Comedy', 'Drama']",6.7
Transsiberian,"['Thriller', 'Crime', 'Mystery']",6.5
Space Chimps,"['Animation', 'Family']",5.1
Stargate: Continuum,"['Adventure', 'Science Fiction']",6.8
Watchmen,"['Action', 'Mystery', 'Science Fiction']",7.0
War Games: The Dead Code,"['Science Fiction', 'Drama', 'Thriller']",5.1
Steal a Pencil for Me,['Documentary'],7.0
Shotgun Stories,"['Drama', 'Thriller']",6.9
Blast of Silence,"['Action', 'Crime', 'Drama', 'Thriller']",7.4
Felon,"['Action', 'Crime', 'Drama']",7.1
Step Brothers,['Comedy'],6.5
Brideshead Revisited,"['Drama', 'Romance']",6.2
The X Files: I Want to Believe,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",5.5
American Teen,['Documentary'],6.5
Man on Wire,"['Thriller', 'Documentary', 'Crime', 'History']",7.5
The Little Mermaid II: Return to the Sea,"['Family', 'Animation']",5.9
Hogfather,"['Drama', 'Fantasy']",6.9
Pathology,"['Crime', 'Horror', 'Thriller']",5.6
Love & Pop,"['Drama', 'Comedy', 'Foreign']",7.0
The Tracey Fragments,['Drama'],5.9
The Edge of Love,"['Drama', 'History', 'Romance']",6.1
Frozen City,['Drama'],5.7
The Mummy: Tomb of the Dragon Emperor,"['Adventure', 'Action', 'Fantasy']",5.2
Swing Vote,"['Drama', 'Comedy']",5.8
The Midnight Meat Train,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",6.0
Bottle Shock,"['Comedy', 'Drama']",6.6
Vicky Cristina Barcelona,"['Drama', 'Romance']",6.7
Batman: Gotham Knight,"['Animation', 'Action', 'Adventure']",6.7
Fist of the North Star,"['Action', 'Animation', 'Drama', 'Science Fiction', 'Thriller']",7.0
A Moment to Remember,"['Drama', 'Romance']",7.6
The Walker,"['Crime', 'Drama', 'Mystery']",5.0
Pineapple Express,"['Action', 'Comedy']",6.6
Red Cliff,"['Adventure', 'Drama', 'Action']",7.1
The World's Greatest Lover,"['Comedy', 'Romance']",6.0
WΔZ,"['Crime', 'Drama', 'Horror', 'Thriller']",5.5
The Sisterhood of the Traveling Pants 2,"['Adventure', 'Comedy', 'Drama', 'Family']",6.1
Hell Ride,"['Action', 'Thriller']",5.5
The Good Humor Man,['Comedy'],7.0
Black Caesar,"['Action', 'Crime', 'Drama']",5.7
Tropic Thunder,"['Action', 'Comedy']",6.5
Henry Poole Is Here,"['Comedy', 'Drama']",5.8
Mutant Chronicles,"['Action', 'Adventure', 'Horror', 'Science Fiction']",5.1
13 Beloved,"['Mystery', 'Comedy', 'Horror', 'Thriller', 'Crime', 'Drama']",6.4
Let the Right One In,"['Horror', 'Drama']",7.5
Hamlet 2,"['Comedy', 'Music']",6.1
Death Race,"['Action', 'Thriller', 'Science Fiction']",6.0
The House Bunny,"['Romance', 'Comedy']",5.6
The Rocker,"['Comedy', 'Music']",5.6
Mirrors,"['Horror', 'Mystery', 'Thriller']",6.0
A Girl Cut in Two,"['Comedy', 'Drama', 'Thriller']",6.0
Fly Me to the Moon,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction', 'Family']",4.4
Trumbo,['Documentary'],7.5
American Zombie,"['Comedy', 'Documentary', 'Horror']",4.9
Feed,"['Mystery', 'Thriller']",5.7
Burn After Reading,"['Comedy', 'Drama']",6.5
Disaster Movie,"['Action', 'Comedy']",3.1
Babylon A.D.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5.4
Traitor,"['Drama', 'Action', 'Thriller', 'Crime']",6.6
Trouble the Water,['Documentary'],6.4
The Onion Movie,['Comedy'],6.1
Sergeant Rutledge,"['Crime', 'Western']",6.7
The Mother of Tears,['Horror'],4.1
The Spirit,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",4.7
John Adams,"['History', 'Drama']",7.6
Tobacco Road,"['Comedy', 'Drama']",6.8
Oh! What a Lovely War,"['War', 'Comedy', 'Music']",6.4
The Burning Plain,"['Drama', 'Romance']",6.6
The Seventh Cross,"['Drama', 'War']",5.3
Bangkok Dangerous,"['Action', 'Crime', 'Thriller']",5.0
The Boys in Company C,"['Drama', 'War']",6.2
A Secret,['Drama'],6.7
Flash Point,['Action'],6.8
The Jammed,"['Drama', 'Thriller']",7.0
Son of Lassie,"['Action', 'Drama', 'Family', 'Adventure']",3.5
Flu Bird Horror,"['Thriller', 'Horror']",3.5
Dark Blue Almost Black,['Drama'],6.7
Altered,"['Horror', 'Science Fiction', 'Thriller']",5.0
Righteous Kill,"['Action', 'Crime', 'Drama', 'Thriller']",5.9
Lakeview Terrace,"['Drama', 'Crime', 'Thriller']",5.9
Ghost Town,"['Comedy', 'Fantasy', 'Romance']",6.4
The Crow IV: Wicked Prayer,"['Action', 'Horror', 'Thriller']",3.1
In Bed,"['Drama', 'Romance']",5.1
"Africa, Goodbye",['Documentary'],7.7
Private Parts,"['Horror', 'Comedy']",5.8
Freebie and the Bean,"['Action', 'Comedy', 'Crime']",6.8
Humboldt County,"['Comedy', 'Drama']",4.6
100 Feet,"['Horror', 'Thriller']",5.6
Boot Camp,"['Drama', 'Thriller']",6.1
An Autumn Afternoon,['Drama'],7.9
Moonbase,"['Action', 'Science Fiction']",5.0
Appaloosa,"['Drama', 'Western', 'Crime']",6.3
Dead Fury,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Horror']",5.3
1984,"['Drama', 'Science Fiction']",7.0
Eagle Eye,"['Mystery', 'Thriller', 'Action']",6.3
How to Lose Friends & Alienate People,"['Comedy', 'Romance', 'Drama']",6.2
Six Shooter,['Comedy'],7.5
Nights in Rodanthe,"['Drama', 'Romance']",5.9
Look Back in Anger,['Drama'],7.1
Nick and Norah's Infinite Playlist,"['Comedy', 'Music', 'Romance']",6.4
Marjoe,['Documentary'],8.5
Martyrs,"['Horror', 'Drama', 'Thriller']",7.3
Red,"['Drama', 'Thriller']",6.9
Part of the Weekend Never Dies,"['Music', 'Documentary']",4.5
The Duchess,"['Drama', 'History', 'Romance']",6.7
